Id_Cliente,Nome Cliente,Estado,Codigo_IBGE,Id_Transportador,Nome Transportador,Nota Fiscal,Qtd Volumes,Valor Nota Fiscal,Prazo Contratado,Data Expedição,Data Entrega,Ocorrência de Entrega,Prazo Entrega,On Time,In Full
54,Larissa Ramos,Pará,15,15,Pires,1769,3,3263.43,6,2023-03-16,2023-04-13,Sem Ocorrência,28,Late Time,Avaria
55,Sra. Valentina Nunes,Tocantins,17,15,Pires,660,10,3917.9,5,2023-07-03,2023-07-22,Entrega com Avaria,19,Late Time,Avaria
55,Sra. Valentina Nunes,Tocantins,17,15,Pires,2161,5,536.94,29,2023-09-30,2023-10-13,Entrega com Avaria,13,On Time,Avaria
57,Lara Lopes,Goiás,52,15,Pires,2170,26,4004.15,28,2023-07-18,2023-08-04,Entrega com Avaria,17,On Time,Avaria
58,Miguel Pinto,Mato Grosso do Sul,50,15,Pires,1332,49,1848.06,14,2023-10-31,2023-11-07,Sem Ocorrência,7,On Time,In Full
60,Yuri Fogaça,Rio Grande do Sul,43,15,Pires,1551,16,2851.45,9,2023-12-29,2023-12-31,Sem Ocorrência,2,On Time,In Full
68,Carlos Eduardo Freitas,Bahia,29,15,Pires,562,50,4070.81,21,2023-01-04,2023-01-17,Sem Ocorrência,13,On Time,In Full
71,Nina Sales,Piauí,22,15,Pires,1051,17,1895.47,19,2023-05-23,2023-05-27,Sem Ocorrência,4,On Time,In Full
74,Joana Souza,Amapá,16,15,Pires,2064,13,2397.84,21,2023-08-05,2023-08-31,Sem Ocorrência,26,Late Time,Avaria
80,Cauê Ramos,Ceará,23,15,Pires,163,10,49.69,22,2023-10-21,2023-10-24,Entrega com Avaria,3,On Time,Avaria
80,Cauê Ramos,Ceará,23,15,Pires,1436,36,1816.8,2,2023-11-27,2023-12-15,Sem Ocorrência,18,Late Time,Avaria
80,Cauê Ramos,Ceará,23,15,Pires,2400,16,4480.1,35,2023-12-21,2023-12-29,Entrega com Avaria,8,On Time,Avaria
84,Sr. João Felipe Ferreira,Bahia,29,15,Pires,465,4,859.46,8,2023-12-01,2023-12-14,Sem Ocorrência,13,Late Time,Avaria
86,Heloísa Cardoso,Mato Grosso do Sul,50,15,Pires,1172,33,4527.42,25,2023-01-23,2023-01-27,Entrega com Avaria,4,On Time,Avaria
92,Cauã Alves,Espírito Santo,32,15,Pires,370,22,1476.44,21,2023-02-02,2023-02-21,Entrega com Avaria,19,On Time,Avaria
93,Ana Vitória Castro,Pernambuco,26,15,Pires,1549,3,4497.26,2,2023-09-15,2023-10-03,Entrega com Avaria,18,Late Time,Avaria
97,Joaquim Cavalcanti,São Paulo,35,15,Pires,2402,22,4949.34,8,2023-04-13,2023-05-10,Entrega com Avaria,27,Late Time,Avaria
115,Carolina da Paz,Amapá,16,15,Pires,1251,31,961.58,37,2023-09-19,2023-10-08,Entrega com Avaria,19,On Time,Avaria
118,Nicolas Ribeiro,Mato Grosso,51,15,Pires,2278,5,309.3,11,2023-05-06,2023-06-02,Entrega com Avaria,27,Late Time,Avaria
122,Diogo da Luz,Paraíba,25,15,Pires,720,7,1526.87,8,2023-12-18,2023-12-20,Entrega com Avaria,2,On Time,Avaria
123,Miguel Moraes,Goiás,52,15,Pires,1686,43,2756.06,18,2023-02-12,2023-02-22,Sem Ocorrência,10,On Time,In Full
126,Evelyn Cardoso,Rio Grande do Sul,43,15,Pires,189,26,1444.62,29,2023-12-03,2023-12-28,Sem Ocorrência,25,On Time,In Full
129,Gabriela Freitas,Sergipe,28,15,Pires,2072,11,3429.79,13,2023-07-23,2023-08-21,Entrega com Avaria,29,Late Time,Avaria
130,Vitor Hugo Moreira,Alagoas,27,15,Pires,421,24,2203.42,7,2023-02-24,2023-03-17,Entrega com Avaria,21,Late Time,Avaria
134,Enzo Gabriel Pereira,Rio Grande do Sul,43,15,Pires,1600,43,4965.21,13,2023-10-05,2023-11-03,Sem Ocorrência,29,Late Time,Avaria
139,Nathan Ferreira,Piauí,22,15,Pires,2044,24,3045.63,32,2023-07-31,2023-08-28,Sem Ocorrência,28,On Time,In Full
141,Srta. Juliana Lopes,São Paulo,35,15,Pires,1035,39,1583.3,28,2023-10-31,2023-11-30,Sem Ocorrência,30,Late Time,Avaria
141,Srta. Juliana Lopes,São Paulo,35,15,Pires,1114,17,4586.87,3,2023-02-22,2023-03-05,Sem Ocorrência,11,Late Time,Avaria
146,Isabelly Ribeiro,Goiás,52,15,Pires,2498,44,1113.83,3,2023-03-28,2023-04-13,Sem Ocorrência,16,Late Time,Avaria
150,Leandro Cunha,Rio de Janeiro,33,15,Pires,597,25,2893.86,7,2023-09-06,2023-10-01,Sem Ocorrência,25,Late Time,Avaria
150,Leandro Cunha,Rio de Janeiro,33,15,Pires,1018,28,200.33,37,2023-11-05,2023-11-11,Sem Ocorrência,6,On Time,In Full
153,Samuel Moura,Amapá,16,15,Pires,1272,22,2645.87,3,2023-08-09,2023-09-02,Sem Ocorrência,24,Late Time,Avaria
155,Kamilly Campos,Rio Grande do Norte,24,15,Pires,811,8,3581.13,27,2023-03-02,2023-03-23,Sem Ocorrência,21,On Time,In Full
155,Kamilly Campos,Rio Grande do Norte,24,15,Pires,2451,2,2862.98,14,2023-01-22,2023-02-17,Entrega com Avaria,26,Late Time,Avaria
157,Larissa Vieira,Distrito Federal,53,15,Pires,558,39,371.48,38,2023-03-26,2023-04-13,Sem Ocorrência,18,On Time,In Full
161,Alícia Rezende,Maranhão,21,15,Pires,100,49,1841.46,36,2023-10-17,2023-10-30,Entrega com Avaria,13,On Time,Avaria
162,Isabel Costa,Rondônia,11,15,Pires,600,15,689.39,4,2023-06-09,2023-06-20,Sem Ocorrência,11,Late Time,Avaria
162,Isabel Costa,Rondônia,11,15,Pires,642,25,495.87,35,2023-10-07,2023-11-04,Entrega com Avaria,28,On Time,Avaria
164,Maria Eduarda Pinto,Ceará,23,15,Pires,283,3,2635.33,17,2023-03-15,2023-04-07,Sem Ocorrência,23,Late Time,Avaria
164,Maria Eduarda Pinto,Ceará,23,15,Pires,322,33,1357.52,9,2023-06-07,2023-06-12,Sem Ocorrência,5,On Time,In Full
170,Gustavo Henrique da Rosa,Mato Grosso do Sul,50,15,Pires,2440,40,4042.52,10,2023-12-12,2023-12-21,Sem Ocorrência,9,On Time,In Full
172,Lorenzo Moura,Bahia,29,15,Pires,110,23,3343.52,30,2023-07-09,2023-07-26,Entrega com Avaria,17,On Time,Avaria
173,Mariane Teixeira,Distrito Federal,53,15,Pires,499,2,532.05,25,2023-02-14,2023-03-11,Sem Ocorrência,25,On Time,In Full
173,Mariane Teixeira,Distrito Federal,53,15,Pires,641,16,1508.87,15,2023-11-02,2023-12-02,Sem Ocorrência,30,Late Time,Avaria
180,Sra. Alana Ferreira,Alagoas,27,15,Pires,16,6,3420.21,5,2023-03-23,2023-04-19,Sem Ocorrência,27,Late Time,Avaria
182,Sofia da Cunha,Paraná,41,15,Pires,420,21,3973.95,41,2023-01-05,2023-02-01,Sem Ocorrência,27,On Time,In Full
184,Pedro Miguel Porto,Rio Grande do Norte,24,15,Pires,1204,34,598.34,39,2023-09-29,2023-10-12,Sem Ocorrência,13,On Time,In Full
186,João Pedro das Neves,Maranhão,21,15,Pires,2070,38,2405.65,6,2023-06-16,2023-06-22,Entrega com Avaria,6,On Time,Avaria
188,Ana Clara Nogueira,Bahia,29,15,Pires,1601,15,2055.77,23,2023-04-01,2023-04-18,Entrega com Avaria,17,On Time,Avaria
195,Dra. Mariana Souza,Piauí,22,15,Pires,1158,38,252.74,12,2023-05-30,2023-06-07,Sem Ocorrência,8,On Time,In Full
199,Otávio Moraes,Rio Grande do Sul,43,15,Pires,617,38,3565.59,5,2023-01-13,2023-01-25,Entrega com Avaria,12,Late Time,Avaria
204,Gabriel Campos,Amapá,16,15,Pires,1004,2,569.8,40,2023-12-15,2023-12-23,Sem Ocorrência,8,On Time,In Full
207,Marina Monteiro,Bahia,29,15,Pires,412,32,1905.03,40,2023-08-10,2023-09-01,Sem Ocorrência,22,On Time,In Full
207,Marina Monteiro,Bahia,29,15,Pires,1435,34,3329.35,28,2023-10-08,2023-10-22,Sem Ocorrência,14,On Time,In Full
217,Fernanda da Conceição,Maranhão,21,15,Pires,956,12,4928.96,25,2023-10-12,2023-11-02,Sem Ocorrência,21,On Time,In Full
219,Kamilly Moura,Ceará,23,15,Pires,790,20,213.68,23,2023-10-10,2023-10-23,Sem Ocorrência,13,On Time,In Full
220,Raul Barros,Acre,12,15,Pires,237,46,2484.93,32,2023-10-20,2023-10-30,Entrega com Avaria,10,On Time,Avaria
224,Sr. Guilherme Silveira,Amapá,16,15,Pires,2352,14,3818.46,35,2023-04-08,2023-04-13,Sem Ocorrência,5,On Time,In Full
225,Emanuel Ramos,São Paulo,35,15,Pires,879,48,1677.27,1,2023-05-14,2023-06-08,Sem Ocorrência,25,Late Time,Avaria
225,Emanuel Ramos,São Paulo,35,15,Pires,1395,38,51.36,1,2023-03-23,2023-03-25,Sem Ocorrência,2,Late Time,Avaria
231,Maria Luiza Sales,Santa Catarina,42,15,Pires,2452,45,4360.42,33,2023-08-19,2023-08-30,Sem Ocorrência,11,On Time,In Full
232,Heitor da Rosa,Minas Gerais,31,15,Pires,1979,21,1862.13,27,2023-03-11,2023-03-25,Sem Ocorrência,14,On Time,In Full
232,Heitor da Rosa,Minas Gerais,31,15,Pires,2282,46,2542.45,41,2023-07-09,2023-07-24,Entrega com Avaria,15,On Time,Avaria
234,Maria Luiza Correia,Santa Catarina,42,15,Pires,1901,37,3858.38,14,2023-03-22,2023-04-18,Entrega com Avaria,27,Late Time,Avaria
235,Ana Julia da Rosa,Paraíba,25,15,Pires,1786,42,3122.84,34,2023-09-01,2023-09-26,Sem Ocorrência,25,On Time,In Full
236,João Lucas da Paz,Alagoas,27,15,Pires,1496,37,4069.84,17,2023-01-05,2023-01-31,Sem Ocorrência,26,Late Time,Avaria
237,Helena Porto,Bahia,29,15,Pires,684,23,4975.57,15,2023-06-07,2023-06-18,Entrega com Avaria,11,On Time,Avaria
240,Maitê Teixeira,Mato Grosso,51,15,Pires,230,12,333.65,27,2023-04-18,2023-04-26,Sem Ocorrência,8,On Time,In Full
240,Maitê Teixeira,Mato Grosso,51,15,Pires,1005,36,4115.22,24,2023-01-15,2023-01-19,Sem Ocorrência,4,On Time,In Full
242,Maria Luiza Carvalho,São Paulo,35,15,Pires,2373,9,1772.67,6,2023-06-29,2023-07-24,Sem Ocorrência,25,Late Time,Avaria
243,Luigi Correia,Pará,15,15,Pires,1325,51,1644.66,16,2023-03-14,2023-03-27,Sem Ocorrência,13,On Time,In Full
249,Luiz Fernando Teixeira,Roraima,14,15,Pires,517,51,3250.3,10,2023-06-22,2023-07-22,Sem Ocorrência,30,Late Time,Avaria
252,Sr. Erick Lopes,Rondônia,11,15,Pires,1459,4,3868.64,1,2023-08-04,2023-08-28,Sem Ocorrência,24,Late Time,Avaria
254,Calebe Carvalho,Pará,15,15,Pires,659,21,3221.14,1,2023-09-09,2023-09-24,Entrega com Avaria,15,Late Time,Avaria
259,Sra. Maysa Duarte,Mato Grosso do Sul,50,15,Pires,1,17,2545.32,27,2023-11-19,2023-12-17,Entrega com Avaria,28,Late Time,Avaria
260,Ana Julia Novaes,Ceará,23,15,Pires,1688,10,837.49,36,2023-03-18,2023-04-09,Entrega com Avaria,22,On Time,Avaria
267,Marina Almeida,Bahia,29,15,Pires,599,12,1620.55,17,2023-10-06,2023-10-08,Sem Ocorrência,2,On Time,In Full
268,Isabella Costa,Mato Grosso,51,15,Pires,1894,12,4516.99,20,2023-06-23,2023-06-28,Sem Ocorrência,5,On Time,In Full
270,Julia Rodrigues,Mato Grosso do Sul,50,15,Pires,943,37,4595.71,14,2023-10-22,2023-11-01,Sem Ocorrência,10,On Time,In Full
272,Bruna da Rocha,Sergipe,28,15,Pires,486,32,1941.13,26,2023-02-18,2023-03-09,Entrega com Avaria,19,On Time,Avaria
273,Kaique Pires,Paraíba,25,15,Pires,574,17,2629.25,3,2023-08-28,2023-09-01,Sem Ocorrência,4,Late Time,Avaria
274,Ana Carolina Gomes,Mato Grosso,51,15,Pires,581,35,78.77,1,2023-08-07,2023-08-28,Sem Ocorrência,21,Late Time,Avaria
278,Sr. Kaique Duarte,Amapá,16,15,Pires,1050,50,4684.49,26,2023-12-05,2023-12-21,Entrega com Avaria,16,On Time,Avaria
279,Lucca da Mata,Sergipe,28,15,Pires,287,14,4243.76,3,2023-02-02,2023-03-03,Entrega com Avaria,29,Late Time,Avaria
282,Clarice Castro,Pará,15,15,Pires,1261,44,3845.01,19,2023-07-10,2023-07-30,Entrega com Avaria,20,Late Time,Avaria
283,Srta. Maria Vitória da Costa,Mato Grosso do Sul,50,15,Pires,1008,6,258.07,14,2023-04-28,2023-05-01,Entrega com Avaria,3,On Time,Avaria
288,Gabriela Nascimento,Rio Grande do Sul,43,15,Pires,525,47,1972.2,34,2023-02-01,2023-02-27,Sem Ocorrência,26,On Time,In Full
289,Igor Silva,Mato Grosso do Sul,50,15,Pires,671,41,1446.98,33,2023-08-17,2023-09-10,Entrega com Avaria,24,On Time,Avaria
292,Gabriel Rezende,Paraná,41,15,Pires,218,1,808.09,25,2023-01-08,2023-02-06,Sem Ocorrência,29,Late Time,Avaria
298,Davi Ramos,Rio Grande do Norte,24,15,Pires,1963,40,4827.38,15,2023-03-21,2023-04-18,Entrega com Avaria,28,Late Time,Avaria
301,Caroline Lopes,Amapá,16,15,Pires,2300,24,4955.76,23,2023-12-30,2023-12-31,Sem Ocorrência,1,On Time,In Full
304,Luiz Otávio da Rocha,Pernambuco,26,15,Pires,1333,37,1815.88,7,2023-01-05,2023-01-26,Entrega com Avaria,21,Late Time,Avaria
305,Carolina Rodrigues,Paraíba,25,15,Pires,64,42,979.22,33,2023-07-24,2023-08-02,Entrega com Avaria,9,On Time,Avaria
306,Camila Castro,Bahia,29,15,Pires,960,17,872.5,14,2023-02-04,2023-02-11,Entrega com Avaria,7,On Time,Avaria
310,Isabella Ferreira,Mato Grosso,51,15,Pires,2334,21,4436.49,9,2023-02-18,2023-02-20,Entrega com Avaria,2,On Time,Avaria
314,Sophia Rodrigues,Paraná,41,15,Pires,1914,44,1309.67,19,2023-07-23,2023-08-04,Entrega com Avaria,12,On Time,Avaria
317,Sr. Cauã Jesus,Mato Grosso,51,15,Pires,2346,14,3780.57,4,2023-06-11,2023-06-15,Entrega com Avaria,4,On Time,Avaria
318,Davi Lucca Aragão,Amapá,16,15,Pires,78,35,3154.3,41,2023-03-05,2023-03-10,Entrega com Avaria,5,On Time,Avaria
320,Dr. Benício da Cruz,Mato Grosso do Sul,50,15,Pires,478,48,1344.82,6,2023-01-09,2023-02-02,Entrega com Avaria,24,Late Time,Avaria
322,Dr. Isaac Cardoso,Amapá,16,15,Pires,1664,33,2379.66,18,2023-09-17,2023-09-26,Sem Ocorrência,9,On Time,In Full
326,Samuel Castro,Bahia,29,15,Pires,1494,38,2276.48,36,2023-05-10,2023-05-25,Entrega com Avaria,15,On Time,Avaria
329,Murilo Jesus,São Paulo,35,15,Pires,1255,21,4931.98,32,2023-10-19,2023-10-24,Entrega com Avaria,5,On Time,Avaria
336,Davi Mendes,Distrito Federal,53,15,Pires,1968,4,3769.93,2,2023-02-07,2023-02-24,Entrega com Avaria,17,Late Time,Avaria
338,Enrico Rodrigues,Santa Catarina,42,15,Pires,2275,38,952.14,6,2023-11-02,2023-11-15,Entrega com Avaria,13,Late Time,Avaria
341,Olivia Alves,Rondônia,11,15,Pires,1989,46,4623.78,1,2023-06-15,2023-06-30,Sem Ocorrência,15,Late Time,Avaria
346,Marina Pires,Ceará,23,15,Pires,408,16,4459.08,3,2023-08-01,2023-08-02,Sem Ocorrência,1,On Time,In Full
349,Leandro Correia,Tocantins,17,15,Pires,987,5,961.77,36,2023-05-28,2023-05-29,Sem Ocorrência,1,On Time,In Full
355,Felipe da Cruz,Sergipe,28,15,Pires,306,4,834.39,24,2023-05-27,2023-06-16,Sem Ocorrência,20,On Time,In Full
356,Sr. Renan Ribeiro,Rio Grande do Sul,43,15,Pires,375,28,4123.41,20,2023-04-04,2023-04-22,Entrega com Avaria,18,On Time,Avaria
363,Matheus Castro,Amazonas,13,15,Pires,1196,31,4576.27,28,2023-03-26,2023-03-31,Entrega com Avaria,5,On Time,Avaria
375,Renan Novaes,Roraima,14,15,Pires,1943,46,817.83,8,2023-07-24,2023-07-28,Entrega com Avaria,4,On Time,Avaria
377,Lucas Ribeiro,Espírito Santo,32,15,Pires,2020,9,3858.84,30,2023-03-30,2023-04-04,Entrega com Avaria,5,On Time,Avaria
378,Davi Lucca Caldeira,Mato Grosso,51,15,Pires,1526,12,138.85,33,2023-08-03,2023-08-14,Entrega com Avaria,11,On Time,Avaria
381,Paulo Porto,Distrito Federal,53,15,Pires,2259,15,2765.14,17,2023-08-29,2023-09-22,Entrega com Avaria,24,Late Time,Avaria
386,Dr. Bernardo Rezende,Santa Catarina,42,15,Pires,2043,29,1456.23,4,2023-02-15,2023-02-21,Entrega com Avaria,6,Late Time,Avaria
390,Yuri da Cunha,Amapá,16,15,Pires,1152,22,2357.66,6,2023-11-09,2023-12-09,Sem Ocorrência,30,Late Time,Avaria
391,Dr. Emanuel Lima,Rio Grande do Sul,43,15,Pires,1975,30,799.22,2,2023-02-19,2023-03-05,Entrega com Avaria,14,Late Time,Avaria
392,Mirella Costela,Minas Gerais,31,15,Pires,583,47,614.68,17,2023-01-11,2023-02-10,Sem Ocorrência,30,Late Time,Avaria
399,Davi Luiz Fernandes,Paraná,41,15,Pires,1651,32,1959.2,26,2023-11-08,2023-11-12,Sem Ocorrência,4,On Time,In Full
404,Giovanna Porto,Minas Gerais,31,15,Pires,624,33,2849.7,2,2023-02-14,2023-03-08,Entrega com Avaria,22,Late Time,Avaria
406,Sra. Luiza Costa,Rio Grande do Sul,43,15,Pires,1295,3,290.76,14,2023-03-12,2023-03-20,Entrega com Avaria,8,On Time,Avaria
410,Diego Rocha,Alagoas,27,15,Pires,965,7,1649.03,19,2023-12-12,2023-12-22,Sem Ocorrência,10,On Time,In Full
411,Srta. Rebeca Rodrigues,Paraíba,25,15,Pires,2331,44,1379.51,36,2023-03-24,2023-04-09,Entrega com Avaria,16,On Time,Avaria
412,Clarice Pereira,Espírito Santo,32,15,Pires,1918,37,1831.37,30,2023-04-15,2023-05-06,Sem Ocorrência,21,On Time,In Full
415,Thales Souza,Rio Grande do Sul,43,15,Pires,227,10,518.43,27,2023-03-02,2023-03-26,Entrega com Avaria,24,On Time,Avaria
423,Rodrigo Campos,Mato Grosso,51,15,Pires,120,31,3715.68,12,2023-12-07,2023-12-12,Entrega com Avaria,5,On Time,Avaria
423,Rodrigo Campos,Mato Grosso,51,15,Pires,1140,36,3520.21,4,2023-09-25,2023-10-21,Entrega com Avaria,26,Late Time,Avaria
424,Matheus Cardoso,Tocantins,17,15,Pires,1280,51,1165.5,4,2023-01-10,2023-01-11,Sem Ocorrência,1,On Time,In Full
432,Erick Gonçalves,Ceará,23,15,Pires,1461,16,1171.58,25,2023-08-06,2023-08-20,Sem Ocorrência,14,On Time,In Full
439,Dr. Enrico da Conceição,Bahia,29,15,Pires,1908,21,4654.21,22,2023-05-29,2023-06-16,Sem Ocorrência,18,On Time,In Full
440,Kaique Ferreira,Distrito Federal,53,15,Pires,2157,6,2330.02,16,2023-01-28,2023-02-03,Sem Ocorrência,6,On Time,In Full
445,João Felipe Moraes,Paraná,41,15,Pires,914,1,3309.33,33,2023-03-02,2023-03-19,Entrega com Avaria,17,On Time,Avaria
452,Kamilly Martins,Tocantins,17,15,Pires,432,49,3400.48,29,2023-10-16,2023-10-29,Sem Ocorrência,13,On Time,In Full
454,Lucas Correia,Rondônia,11,15,Pires,2062,16,2761.82,30,2023-02-23,2023-03-04,Entrega com Avaria,9,On Time,Avaria
459,Marina Caldeira,Tocantins,17,15,Pires,595,20,4860.22,5,2023-03-18,2023-04-13,Entrega com Avaria,26,Late Time,Avaria
460,Maria Eduarda Farias,Paraíba,25,15,Pires,1120,12,1033.19,26,2023-09-28,2023-10-27,Entrega com Avaria,29,Late Time,Avaria
461,Yasmin da Conceição,Pernambuco,26,15,Pires,729,4,4635.1,36,2023-04-25,2023-05-10,Entrega com Avaria,15,On Time,Avaria
464,Maria Sophia Correia,Goiás,52,15,Pires,160,5,643.56,33,2023-03-25,2023-03-28,Sem Ocorrência,3,On Time,In Full
465,Matheus Castro,Alagoas,27,15,Pires,1242,12,1322.24,23,2023-05-08,2023-05-29,Sem Ocorrência,21,On Time,In Full
465,Matheus Castro,Alagoas,27,15,Pires,2237,45,713.12,12,2023-04-06,2023-04-09,Sem Ocorrência,3,On Time,In Full
469,Thiago Barros,Acre,12,15,Pires,2264,46,4611.63,20,2023-09-16,2023-09-25,Sem Ocorrência,9,On Time,In Full
471,Srta. Alice Dias,Goiás,52,15,Pires,1853,18,3332.2,3,2023-06-16,2023-07-08,Entrega com Avaria,22,Late Time,Avaria
482,Gustavo Barbosa,Roraima,14,15,Pires,1557,21,969.3,23,2023-02-06,2023-02-20,Sem Ocorrência,14,On Time,In Full
495,Eduardo Campos,Tocantins,17,15,Pires,475,13,4918.07,12,2023-08-23,2023-09-06,Entrega com Avaria,14,Late Time,Avaria
496,Ana Julia Sales,Sergipe,28,15,Pires,28,2,1957.97,9,2023-07-11,2023-08-01,Entrega com Avaria,21,Late Time,Avaria
3,Igor Pires,Roraima,14,4,Sales,1029,24,3748.96,19,2023-10-19,2023-10-25,Sem Ocorrência,6,On Time,In Full
9,Clara da Mota,Bahia,29,4,Sales,394,51,978.64,26,2023-09-27,2023-10-10,Sem Ocorrência,13,On Time,In Full
13,Sr. Luiz Felipe Campos,Rio Grande do Norte,24,4,Sales,733,49,2455.17,28,2023-02-21,2023-03-08,Entrega com Avaria,15,On Time,Avaria
14,Davi Lucas da Rocha,São Paulo,35,4,Sales,1832,28,1330.74,11,2023-08-19,2023-09-17,Entrega com Avaria,29,Late Time,Avaria
16,Davi Lucas Rodrigues,Distrito Federal,53,4,Sales,885,15,1085.58,21,2023-12-02,2023-12-26,Sem Ocorrência,24,Late Time,Avaria
19,Diego da Cunha,Maranhão,21,4,Sales,249,8,3240.51,3,2023-07-02,2023-07-16,Entrega com Avaria,14,Late Time,Avaria
20,Pedro Mendes,Distrito Federal,53,4,Sales,103,43,430.72,27,2023-03-17,2023-03-18,Sem Ocorrência,1,On Time,In Full
22,Sr. Otávio Cunha,Tocantins,17,4,Sales,1148,7,1022.61,32,2023-09-23,2023-10-09,Entrega com Avaria,16,On Time,Avaria
24,Luigi Fernandes,Distrito Federal,53,4,Sales,1063,25,1179.84,28,2023-12-11,2023-12-31,Sem Ocorrência,20,On Time,In Full
26,Srta. Mariana Cardoso,Amazonas,13,4,Sales,559,9,2864.03,8,2023-01-17,2023-02-07,Sem Ocorrência,21,Late Time,Avaria
27,Nina Cardoso,Maranhão,21,4,Sales,126,49,324.01,27,2023-11-23,2023-12-13,Entrega com Avaria,20,On Time,Avaria
28,Sr. Pietro Peixoto,Distrito Federal,53,4,Sales,140,12,2074.01,1,2023-03-29,2023-04-08,Entrega com Avaria,10,Late Time,Avaria
35,Dra. Mariana Almeida,Amazonas,13,4,Sales,390,47,1743.91,29,2023-10-15,2023-11-08,Sem Ocorrência,24,On Time,In Full
37,Bryan Mendes,Sergipe,28,4,Sales,1953,29,3157.12,27,2023-07-20,2023-08-03,Sem Ocorrência,14,On Time,In Full
39,Arthur Santos,Bahia,29,4,Sales,1871,13,278.45,25,2023-10-14,2023-11-02,Sem Ocorrência,19,On Time,In Full
40,Maria Luiza Castro,Acre,12,4,Sales,495,8,1449.97,36,2023-03-16,2023-03-18,Entrega com Avaria,2,On Time,Avaria
46,Melissa Pereira,Goiás,52,4,Sales,1613,41,1687.63,16,2023-03-04,2023-03-09,Entrega com Avaria,5,On Time,Avaria
47,Laura Freitas,Piauí,22,4,Sales,2000,47,1034.48,13,2023-03-06,2023-03-26,Sem Ocorrência,20,Late Time,Avaria
56,Gustavo Henrique da Luz,Santa Catarina,42,4,Sales,1121,39,1128.95,19,2023-11-30,2023-12-17,Entrega com Avaria,17,On Time,Avaria
64,Ana Carolina Cunha,Rio Grande do Norte,24,4,Sales,1884,49,4968.68,34,2023-02-18,2023-02-26,Sem Ocorrência,8,On Time,In Full
68,Carlos Eduardo Freitas,Bahia,29,4,Sales,1276,15,2858.01,16,2023-11-05,2023-11-08,Entrega com Avaria,3,On Time,Avaria
72,Letícia Oliveira,Amazonas,13,4,Sales,2040,32,3876.15,18,2023-01-30,2023-02-24,Sem Ocorrência,25,Late Time,Avaria
73,Emanuella Barros,Ceará,23,4,Sales,831,36,1389.14,30,2023-07-13,2023-07-21,Entrega com Avaria,8,On Time,Avaria
76,Antônio Azevedo,Distrito Federal,53,4,Sales,2339,49,3835.94,8,2023-12-29,2023-12-31,Entrega com Avaria,2,On Time,Avaria
81,Maitê Costela,Santa Catarina,42,4,Sales,596,50,1239.04,15,2023-10-26,2023-11-24,Entrega com Avaria,29,Late Time,Avaria
84,Sr. João Felipe Ferreira,Bahia,29,4,Sales,687,47,3477.51,17,2023-06-20,2023-07-11,Entrega com Avaria,21,Late Time,Avaria
94,Pedro Miguel da Rocha,Espírito Santo,32,4,Sales,2065,7,3928.6,32,2023-12-28,2023-12-31,Sem Ocorrência,3,On Time,In Full
99,Paulo Santos,Distrito Federal,53,4,Sales,2179,4,2251.01,13,2023-03-29,2023-04-16,Entrega com Avaria,18,Late Time,Avaria
102,João Vitor Peixoto,Minas Gerais,31,4,Sales,986,50,2390.85,16,2023-07-29,2023-08-12,Entrega com Avaria,14,On Time,Avaria
102,João Vitor Peixoto,Minas Gerais,31,4,Sales,1010,11,2649.88,8,2023-10-14,2023-10-25,Entrega com Avaria,11,Late Time,Avaria
106,Esther Cavalcanti,Amapá,16,4,Sales,88,12,1207.96,18,2023-12-11,2023-12-31,Entrega com Avaria,20,Late Time,Avaria
112,Pedro Miguel Rezende,Minas Gerais,31,4,Sales,764,48,2649.26,34,2023-04-08,2023-04-23,Sem Ocorrência,15,On Time,In Full
113,Kaique Aragão,Mato Grosso do Sul,50,4,Sales,796,16,1875.08,3,2023-12-09,2023-12-31,Entrega com Avaria,22,Late Time,Avaria
121,Maitê Moreira,Rio de Janeiro,33,4,Sales,12,23,3180.93,16,2023-01-14,2023-01-20,Entrega com Avaria,6,On Time,Avaria
126,Evelyn Cardoso,Rio Grande do Sul,43,4,Sales,159,8,1187.25,17,2023-07-08,2023-08-06,Entrega com Avaria,29,Late Time,Avaria
128,Enzo Costa,Alagoas,27,4,Sales,1111,5,10.34,5,2023-08-08,2023-08-21,Sem Ocorrência,13,Late Time,Avaria
129,Gabriela Freitas,Sergipe,28,4,Sales,582,30,1477.31,18,2023-08-11,2023-09-08,Sem Ocorrência,28,Late Time,Avaria
129,Gabriela Freitas,Sergipe,28,4,Sales,799,18,928.73,41,2023-12-27,2023-12-31,Sem Ocorrência,4,On Time,In Full
129,Gabriela Freitas,Sergipe,28,4,Sales,1539,28,1545.38,27,2023-04-20,2023-04-25,Sem Ocorrência,5,On Time,In Full
131,Guilherme Mendes,Paraná,41,4,Sales,431,39,2395.14,13,2023-01-20,2023-02-05,Entrega com Avaria,16,Late Time,Avaria
135,Larissa Silveira,Bahia,29,4,Sales,988,38,442.46,40,2023-01-31,2023-02-01,Entrega com Avaria,1,On Time,Avaria
143,Levi Santos,Alagoas,27,4,Sales,1032,7,4688.71,27,2023-04-26,2023-05-19,Sem Ocorrência,23,On Time,In Full
146,Isabelly Ribeiro,Goiás,52,4,Sales,1167,20,3981.41,21,2023-12-05,2023-12-30,Entrega com Avaria,25,Late Time,Avaria
